COUNTY,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
San Mateo,24.14410256,21.29647436,73.89544872,51.23102564,37.33589744
San Miguel,56.94727273,57.71,66.62727273,59.75363636,61.61636364
San Patricio,58.825,77.519375,73.208125,62.603125,70.710625
San Saba,61.15,70.44,68.29,68.15,71.995
Sanborn,33.62,49.46,21.75,46.26,33.72
Sanders,71.66,62.48,18.71333333,56.76666667,58.00666667
Sandoval,59.80111111,55.89666667,63.87666667,38.33296296,54.8137037
Sandusky,50.51866667,71.468,27.90933333,50.63133333,51.25333333
Sangamon,48.67037736,59.72943396,27.32396226,43.97245283,44.25886792
Sanilac,62.68916667,72.13666667,14.95666667,58.2375,55.49333333
Sanpete,64.156,42.508,39.522,71.898,61.134
Santa Barbara,48.52425287,39.05715909,71.28784091,63.27229885,56.78126437
Santa Clara,31.69919355,24.15658602,80.34037634,53.2480914,43.13228495
Santa Cruz,47.31451613,39.67048387,62.96419355,62.37145161,53.69451613
Santa Fe,40.30816327,49.69795918,64.1664,42.86244898,46.91102041
Santa Rosa,41.9792,63.086,26.9248,44.3204,42.1272
Sarasota,32.03244681,46.97797872,33.81712766,42.22851064,33.91095745
Saratoga,24.417,38.1474,20.2068,39.3432,23.7662
Sargent,14.465,37.495,11.46,50.585,19.95
Sarpy,20.84,38.92604651,34.44744186,30.2255814,23.01488372
Sauk,38.82153846,58.7,23.87153846,64.79230769,45.53846154
Saunders,25.566,70.632,14.256,31.116,27.138
Sawyer,49.61,66.92333333,23.93833333,60.715,51.12
Schenectady,48.43651163,44.56976744,39.8055814,43.40255814,42.93116279
Schleicher,76.76,28.97,77.46,49.75,67.39
Schley,79.735,57.185,39.78,41.54,61.875
Schoharie,52.71285714,63.3075,18.56375,57.16857143,51.33857143
Schoolcraft,69.45,74.03,15.07,54.89,58.64
Schuyler,59.187,74.608,14.103,55.797,53.831
Schuylkill,54.391,69.644,16.547,41.441,45.48775
Scioto,75.013,78.8425,10.314,61.8205,64.286
Scotland,81.78333333,81.69555556,41.56555556,75.39222222,79.61888889
Scott,47.1785,55.2615,31.67425,44.03683333,43.986
Scotts Bluff,47.73818182,74.24545455,41.40454545,50.53545455,54.03727273
Screven,74.8,72.73,47.984,65.774,73.386
Scurry,58.105,59.6525,63.0175,72.84,68.3025
Searcy,60.88,72.75333333,11.24333333,47.75333333,50.20333333
Sebastian,61.68346154,78.63269231,48.58576923,58.81807692,65.64115385
Sedgwick,51.92816,58.9364,50.38568,43.6,50.73576
Seminole,45.00602041,41.30836735,56.64897959,41.42418367,43.6272449
Seneca,48.99458333,62.63666667,19.46583333,54.22708333,47.25791667
Sequatchie,68.47333333,74.50666667,14.59666667,52.47,57.01
Sequoyah,82.37666667,90.83666667,42.9,67.20222222,81.01666667
Sevier,65.30230769,68.06269231,36.57576923,54.17230769,60.50538462
Seward,52.43,50.79555556,54.59777778,62.32555556,57.56444444
Shackelford,72.81,84.39,42.45,81.18,78.89
Shannon,80.58,86.805,5.09,61.38,67.135
Sharkey,93.505,85.88,41.065,86.135,89.865
Sharp,72.355,86.4,10.845,64.835,66.8425
Shasta,54.84708333,68.5875,35.9525,61.93354167,58.5625
Shawano,34.41,53.58909091,17.67272727,42.65727273,33.24545455
Shawnee,45.53069767,60.35,40.12465116,49.53767442,48.37534884
Sheboygan,31.97076923,40.08269231,31.28846154,47.205,34.34538462
Shelby,56.49262821,55.90964744,49.86254777,40.7511254,51.40437299
Shenandoah,44.96777778,56.52666667,26.66222222,48.86444444,42.65
Sherburne,23.15272727,34.03909091,20.46181818,39.95181818,23.38363636
Sheridan,27.25923077,61.50153846,17.57615385,53.73769231,35.54923077
Sherman,45.266,67.296,32.602,59.818,51.756
Shiawassee,47.84294118,62.21352941,9.066470588,39.74058824,37.56411765
Shoshone,73.49,74.33666667,24.25,82.86666667,73.23
Sibley,30.1975,51.1125,42.63,57.58,42.71
Sierra,62.844,74.526,43.918,54.066,61.844
Silver Bow,49.78875,67.2,19.5225,65.735,52.7175
Simpson,68.97,69.02333333,30.09555556,53.83777778,60.92666667
Sioux,42.994,43.128,39.857,67.227,49.029
Siskiyou,69.10428571,74.21428571,39.82142857,72.27357143,70.99214286
Sitka City and Borough,24.06,48.885,46.695,88.51,53.11
Skagit,46.56551724,58.78413793,45.09,59.76103448,53.26137931
Skagway,31.03,10.4,28.07,89.49,39.94
Skamania,46.706,45.442,19.07,48.5,38.938
Slope,20.04,68.47,5.83,6.58,10.1
Smith,56.7682,61.0128,51.0218,55.5028,57.6684
Smyth,70.96333333,82.97222222,14.06888889,64.02777778,65.49777778
Snohomish,30.5842953,34.79154362,51.35557047,52.10302013,38.89409396
Snyder,41.9725,46.11125,18.5225,44.70375,36.005
Socorro,77.82166667,66.07333333,76.545,70.425,82.14333333
Solano,47.44297872,49.61531915,73.78968421,48.33989362,53.96542553
Somerset,36.55,39.41247788,43.16743363,43.08318584,36.72716814
Somervell,51.055,76.225,24.815,69.15,57.705
Sonoma,37.94131313,39.69080808,60.85636364,59.58424242,48.55828283
Southampton,53.235,77.4175,29,44.13,51.2875
Southeast Fairbanks,60.56,67.77,51.49,82.615,72.675
Spalding,72.84666667,80.86833333,38.83333333,61.89916667,69.08916667
Spartanburg,60.58782609,65.31927536,47.82913043,55.80231884,61.1826087
Spencer,41.48777778,54.24444444,10.13222222,34.86888889,30.81222222
Spink,28.36333333,61.32,17.21,45.10333333,33.95333333
Spokane,45.66466667,59.58990476,32.27914286,53.03152381,47.80590476
Spotsylvania,35.933,43.78466667,46.801,28.13333333,32.56566667
St. Bernard,74.85235294,57.12529412,45.33647059,33.53470588,56.20294118
St. Charles,25.3578022,38.85043478,23.89369565,24.49021739,20.59901099
St. Clair,53.83072,59.69992,28.04456,41.13256,45.83568
St. Croix,13.17571429,36.11428571,16.12214286,43.76928571,19.62
St. Francis,82.61,68.425,43.83166667,67.485,76.37666667
St. Francois,63.47181818,74.03545455,11.03545455,70.38636364,59.92363636
St. Helena,83.58,89.27,40.935,80.555,85
St. James,61.99,65.50428571,40.53142857,56.11428571,60.44857143
St. John the Baptist,68.23,69.72636364,53.31363636,42.75727273,62.41454545
St. Johns,28.03871795,38.60538462,27.14846154,33.28512821,25.9125641
St. Joseph,57.0501087,63.38826087,38.64456522,46.11793478,52.73641304
St. Landry,79.76578947,76.79052632,45.07,68.85263158,77.14263158
St. Lawrence,65.76518519,65.18428571,25.20178571,70.62185185,63.75703704
St. Louis,37.10392453,49.79388679,34.27037736,40.79622642,37.14218868
St. Louis City,66.38650943,51.48556604,52.84679245,55.1609434,60.63632075
St. Lucie,62.84534884,59.9127907,59.1827907,52.36813953,61.69767442
St. Martin,67.78090909,67.02272727,43.04909091,53.62636364,63.33363636
St. Mary,76.646875,75.231875,51.591875,69.116875,77.100625
St. Mary's,31.14588235,46.62,34.28117647,45.25235294,34.84647059
St. Tammany,43.23285714,61.16857143,38.56261905,39.15857143,42.89904762
Stafford,22.06793103,36.34586207,45.88448276,20.62517241,20.60275862
Stanislaus,74.10553191,68.2556383,79.54159574,60.82478723,76.88648936
Stanley,12.63,65.16,13.38,37.2,21.64
Stanly,64.58153846,67.05461538,34.25769231,58.46846154,60.93461538
Stanton,38.50666667,61.19333333,38.69333333,41.21,41.08
Stark,48.010625,59.03291667,21.18760417,42.2503125,41.5703125
Starke,66.30714286,57.15714286,18.13285714,35.75,45.90714286
Starr,94.99933333,85.30866667,99.458,61.14333333,93.974
Staunton City,43.70333333,57.465,35.095,53.32333333,46.89666667
Ste. Genevieve,50.0025,70.4975,10.99,39.3275,40.77
Stearns,40.82862069,45.16586207,29.9562069,63.08586207,44.91517241
Steele,35.80444444,55.46111111,25.65222222,52.86777778,40.97666667
Stephens,69.79421053,80.70947368,39.27947368,54.06631579,67.03
Stephenson,49.82076923,74.60461538,22.46846154,41.66307692,46.18538462
Sterling,28.42,96.47,45.32,53.93,55.79
Steuben,52.77076923,65.15641026,17.45358974,49.80025641,46.98769231
Stevens,57.01529412,61.50882353,30.96529412,55.09941176,54.13764706
Stewart,79.178,62.788,35.568,61.356,68.034
Stillwater,22.76333333,41.95666667,14.96333333,58.81666667,28.97
Stoddard,68.68625,80.595,5.7575,56.705,57.6925
Stokes,65.56555556,57.72444444,10.73777778,47.48888889,48.10666667
Stone,63.18333333,65.975,12.48333333,64.09166667,55.385
Stonewall,41.02,78.12,28.91,66.97,54.01
Storey,26.39,76.25,25.26,24.04,29.06
Story,39.6695,22.242,29.6185,51.984,28.6105
Strafford,32.858,35.214,19.3592,51.3076,30.3068
Stutsman,35.45166667,50.69833333,10.405,59.41,37.89166667
Sublette,22.46,61.51,26.095,41.09,30.4
Suffolk,37.53638996,30.45110039,58.80614644,47.00358527,39.79858527
Suffolk City,43.52464286,52.55785714,41.46321429,35.35321429,40.33928571
Sullivan,55.7646988,67.37289157,22.47903614,59.06481928,53.44168675
Sully,6.23,47.85,3.96,41.92,14.02
Summers,80.1325,86.73,10.16,53.83,66.9475
Summit,44.09836601,46.68130719,33.90666667,36.87699346,38.03215686
Sumner,39.49208333,58.26541667,24.481875,36.82708333,36.18729167
Sumter,70.65769231,67.66226415,47.5187037,58.05849057,66.91730769
Sunflower,93.65,75.59,52.4,78.95857143,87.94285714
Surry,65.66791667,65.94375,38.39708333,54.31083333,61.20208333
Susquehanna,53.58545455,67.39454545,13.82454545,45.97,45.32727273
Sussex,35.28387755,43.74336735,35.01676768,36.86693878,33.3844898
Sutter,70.15333333,73.10619048,78.6047619,66.35095238,77.57666667
Sutton,58.09,71.64,81.19,80.84,78.15
Suwannee,75.35857143,84.26571429,43.69142857,70.91571429,77.48571429
Swain,78.4275,76.72,27.575,64.24,69.89
Sweet Grass,19.95,62.15,6.34,48.22,25.55
Sweetwater,42.7625,54.43666667,39.99083333,51.76166667,46.05583333
Swift,39.0225,67.9,28.8475,58.1625,48.1525
Swisher,76.58333333,58.48333333,74.16666667,63.61666667,76.8
Switzerland,71.80333333,75.39666667,10.98666667,57.56333333,61.52
Talbot,39.17769231,61.66692308,39.45923077,27.58307692,36.74153846
Taliaferro,90.58,83.76,38.64,85.68,87.51
Talladega,76.06409091,73.43272727,36.94090909,49.48818182,66.815
Tallahatchie,88.0025,69.3975,46.9175,59.1725,79.295
Tallapoosa,72.149,77.328,30.027,64.735,67.664
Tama,42.31166667,60.83333333,33.705,53.28666667,45.60833333
Taney,61.964,70.572,24.871,69.214,63.024
Tangipahoa,77.0595,78.2955,46.548,61.6765,74.2485
Taos,71.73833333,76.81333333,65.28833333,65.385,77.03
Tarrant,49.44941011,48.27457865,68.48994382,43.09019663,51.745
Tate,75.084,70.732,45.164,67.78,72.886
Tattnall,70.342,69.044,51.392,81.062,79.162
Taylor,59.61393443,67.19983607,41.07919355,55.82133333,59.28916667
Tazewell,44.59512195,56.4797561,12.51878049,42.44902439,36.35317073
Tehama,74.16272727,82.29454545,56.46545455,74.83727273,80.40818182
Telfair,69.24333333,31.37666667,41.55,65.41333333,57.43666667
Teller,30.50166667,46.57,22.60833333,45.30166667,31.93333333
Tensas,95.57,69.75333333,38.54333333,61.03,79.86333333
Terrebonne,72.77952381,74.47904762,44.2052381,60.74619048,70.03809524
Terrell,82.018,77.04,47.87,49.442,71.768
Terry,74.65333333,81.69666667,82.07666667,74.95666667,85.31333333
Teton,24.5075,31.95875,33.93125,68.8425,35.4
Texas,72.73444444,59.30555556,50.10222222,73.43222222,73.33
Thayer,26.495,71.02,12.35,53.25,34.68
Thomas,64.38285714,79.37857143,42.99571429,56.88285714,65.60714286
Throckmorton,59.65,82.29,27.03,42.08,55.24
Thurston,44.05215686,52.58039216,41.24431373,53.56509804,47.59980392
Tift,61.69666667,60.02555556,46.63333333,57.20222222,60.62666667
Tillamook,49.78,73.42375,31.8,61.76625,55.46375
Tillman,72.898,81.608,68.708,66.366,79.864
Tioga,51.1955,66.4065,10.124,57.574,47.2215
Tippah,82.805,88.2825,34.0625,66.585,78.395
Tippecanoe,49.55194444,42.7927027,43.60810811,52.86944444,46.34388889
Tipton,55.89705882,67.85647059,26.73529412,37.87176471,47.20235294
Tishomingo,82.855,77.73,10.48,63.3775,68.1975
Titus,76.37125,75.26,78.5325,57.4625,78.9025
Todd,61.75285714,68.49357143,31.72142857,72.155,63.57071429
Tolland,26.5425,28.625,28.10034483,36.86142857,23.23892857
Tom Green,48.75833333,59.5525,59.3925,66.72,60.08
Tompkins,42.95869565,21.71826087,33.71130435,66.82304348,38.73521739
Tooele,47.242,54.662,37.138,44.998,45.078
Toole,41.585,64.695,28.79666667,62.715,50.635
Toombs,81.55,87.305,61.59,77.25333333,86.61333333
Torrance,69.595,55.84,62.5875,41.3125,61.5025
Towner,36.53,64.66,39.22,71.52,52.71
Towns,60.53,61.24,6.916666667,54.27333333,47.1
Traill,26.705,47.3475,14.01,53.4425,33.0275
Transylvania,51.72,54.73142857,25.50857143,51.64428571,47.29428571
Traverse,38.745,82.67,25.345,75.39,56.305
Travis,36.75184332,21.56981567,64.77133641,50.88925581,39.10288372
Treasure,34.99,48.54,3.3,29.83,22.11
Trego,20.34,70.97,5.07,36.77,23.47
Trempealeau,39.34375,58.58125,27.905,61.87,46.175
Treutlen,75.28,87.74,45.64,72.275,79.585
Trigg,60.16333333,57.695,20.3975,51.71666667,52.19333333
Trimble,73.21,82.235,15.69,68.745,67.085
Trinity,68.711,74.9,38.027,65.175,68.492
Tripp,50.625,61.175,20.64,44.22,43.525
Troup,71.46,74.28714286,45.45714286,56.96142857,66.70571429
Trousdale,78.085,57.295,30.315,59.915,64.315
Trumbull,55.43436364,64.23327273,19.07418182,39.326,44.58636364
Tucker,64.19666667,71.21666667,4.186666667,65.51,55.24666667
Tulare,80.5975641,71.51782051,85.01307692,70.04766234,84.37623377
Tulsa,51.53194286,60.79965714,53.33211429,45.31828571,52.99377143
Tunica,82.97,75.5,60.925,88.255,88.095
Tuolumne,45.803,64.864,35.57272727,68.817,54.843
Turner,55.9575,79.915,34.48,72.03,63.995
Tuscaloosa,59.38042553,43.00021277,41.50808511,48.38170213,49.2293617
Tuscarawas,53.35142857,62.75095238,14.01,51.75761905,46.11333333
Tuscola,59.92,67.59538462,13.69923077,54.66923077,51.60615385
Twiggs,84.255,80.115,30.955,50.65,71.745
Twin Falls,53.51928571,63.31428571,49.685,53.15,56.45214286
Tyler,69.445,71.005,21.19125,58.5125,61.39625
Tyrrell,81.63,65.26,54.65,81.97,81.24
Uinta,49.66333333,68.39333333,25.69,73.07,57.21666667
Uintah,58.69666667,47.565,34.44,60.93666667,54.13166667
Ulster,47.66042553,49.55489362,39.59893617,55.91297872,48.43276596
Umatilla,69.37066667,76.91933333,56.14333333,82.682,79.80933333
Unicoi,74.395,85.13,21.995,71.09,72.01
Union,49.52204167,49.18316667,52.4655,48.20983333,49.94020833
Upshur,71.32923077,68.62153846,24.13923077,50.76076923,59.63692308
Upson,77.62285714,65.18571429,28.90285714,54.92857143,63.55857143
Upton,56.06,48.615,79.595,65.27,66.385
Utah,38.63724409,26.43062992,39.27496063,36.35653543,30.97472441
Uvalde,75.082,86.55,80.56,76.166,86.504
Val Verde,76.55888889,79.20777778,93.05666667,71.28,87.16333333
Valdez-Cordova,34.96333333,38.43333333,37.29666667,87.08,50.82666667
Valencia,72.44666667,79.29944444,68.75,49.14,73.22944444
Valley,35.97,64.63375,11.1,49.085,35.7575
Van Buren,63.0925,70.83,30.70625,70.13083333,64.14541667
Van Wert,47.43111111,74.16333333,10.04777778,32.12666667,37.87111111
Van Zandt,61.67,77.272,35.202,55.441,61.273
Vance,79.467,82.668,60.693,72.757,82.149
Vanderburgh,57.31979592,61.14938776,24.72469388,50.06387755,50.57081633
Venango,60.435,73.399375,9.986875,48.6775,50.4425
Ventura,43.53348837,39.84587209,70.23468208,48.02023256,48.85168605
Vermilion,64.50583333,74.7625,31.82333333,53.04833333,59.65777778
Vermillion,50.986,75.792,7.382,48.938,46.03
Vernon,56.7844,58.6088,25.7784,53.0656,49.7008
Victoria,59.59590909,68.54454545,70.24772727,65.47136364,69.09136364
Vigo,68.39785714,65.28785714,22.49,57.93214286,59.775
Vilas,46.738,64.752,18.908,48.194,44.618
Vinton,82.96666667,83.77333333,5.086666667,64.78333333,69.54333333
Virginia Beach City,30.88454545,37.65777778,45.85787879,25.15959596,27.42808081
Volusia,52.81132743,59.47982301,38.73353982,43.1179646,48.38283186
Wabash,52.365,66.765,13.9125,50.19333333,45.93666667
Wabasha,25.55833333,53.08166667,17.41,47.67166667,30.76833333
Wabaunsee,25.66,65.02,15.81,50.315,33.13
Wadena,55.53,85.23,7.32,85.55,65.72
Wagoner,47.13045455,67.83136364,41.09681818,37.08090909,45.77636364
Wahkiakum,42.47,63.75,26.62,56.46,46.2
Wake,30.10735135,28.98215054,51.55150538,42.01591398,33.36502703
Wakulla,55.705,59.34,22.73,58.6625,52.0125
Waldo,47.93625,66.07125,8.5275,50.7575,42.0575
Walker,70.52512195,61.59121951,28.62121951,58.56195122,60.81268293
Walla Walla,52.97333333,59.72416667,57.03,59.18416667,57.51333333
Wallace,33.05,78.05,34.41,36.19,40.46
Waller,62.83166667,38.28333333,74.445,60.12166667,59.745
Wallowa,47.08666667,82,20.21,84.83666667,62.53666667
Walsh,38.43,65.13666667,31.00333333,50.355,44.235
Walthall,82.19333333,82.14,48.60333333,56.17666667,76.18333333
Walton,53.94423077,59.85038462,32.31846154,44.42461538,47.86730769
Walworth,39.32291667,49.04041667,37.07583333,58.85875,45.37583333
Wapello,61.87363636,65.72090909,42.31181818,66.67,64.24636364
Ward,34.2425,29.41375,34.379375,61.915625,39.463125
Ware,70.28333333,80.91222222,36.57777778,61.18666667,68.62777778
Warren,44.69709302,55.32294798,28.26184971,45.35843931,42.02848837
Warrick,29.38545455,54.19454545,15.11727273,44.28909091,30.37090909
Wasatch,19.5175,35.495,34.26,31.885,21.765
Wasco,54.2075,74.84125,55.54625,69.19875,67.76625
Waseca,33.832,51.51,22.482,59.374,40.29
Washakie,55.30666667,76.65333333,26.74333333,64.87666667,59.29666667
Washburn,44.122,64.374,11.846,40.84,36.72
Washington,44.03190991,53.21951439,32.88822898,49.54162162,44.09043243
Washita,53.31,66.8625,34.7425,53.46,53.7375
Washoe,44.50745283,42.70981132,55.88635514,48.39235849,46.24707547
Washtenaw,32.0348,22.5888,43.1692,40.78,27.83919192
Watauga,53.93,28.24,16.81384615,57.31153846,37.68076923
Watonwan,46.85,71.26666667,62.65,56.65333333,58.47666667
Waukesha,13.17267442,29.06186047,22.95093023,28.74755814,15.43837209
Waupaca,34.98333333,55.34833333,20.4825,58.69416667,40.47666667
Waushara,47.41,57.25571429,27.38714286,57.73714286,48.16
Wayne,66.89002639,66.08061924,44.99959157,47.48267457,60.46501319
Waynesboro City,58.446,62.726,45.012,66.396,61.88
Weakley,70.92727273,63.09727273,18.79636364,52.42,56.65636364
Webb,80.529,70.69262295,97.11918033,68.09868852,86.69583333
Weber,47.1888,53.5462,46.0646,40.721,44.4646
Webster,64.946,72.99333333,23.38377778,59.72222222,60.25244444
Weld,37.70381579,38.86636364,51.87012987,34.10184211,37.08881579
Wells,34.66222222,59.29444444,9.727777778,44.30222222,32.58888889
West Baton Rouge,62.192,67.346,39.754,53.928,60.418
West Carroll,84.51666667,63.03,23.23666667,43.17,63.21
West Feliciana,59.57,36.19333333,49.72333333,66.06666667,57.00333333
Westchester,35.99831818,35.550181,65.05378378,54.94694064,45.9969863
Westmoreland,37.64423077,54.2775,14.50721154,39.82980769,32.64269231
Weston,45.09,62.065,25.965,77.52,55.2
Wetzel,73.602,72.492,2.118,42.068,51.956
Wexford,64.65125,76.30375,10.795,58.44125,57.05875
Wharton,69.26727273,77.76181818,78.39272727,71.17090909,81.03090909
Whatcom,45.005,43.215,40.53882353,68.24529412,50.08323529
Wheatland,65.9,74.34,28.7,69.31,65.7
Wheeler,66.935,59.70833333,38.48166667,64.79666667,64.00333333
White,58.46648649,70.67864865,20.78648649,49.26486486,52.04756757
White Pine,46.22666667,61.43,36.03,54.67,49.67666667
Whiteside,46.51944444,66.47388889,28.67444444,43.25722222,44.87388889
Whitfield,73.25222222,54.49555556,65.88833333,66.04444444,72.48833333
Whitley,57.80066667,68.504,5.933333333,44.81266667,46.03333333
Whitman,50.049,32.743,34.81,69.906,46.209
Wibaux,52.23,94.76,27.69,55.16,61.48
Wichita,60.62405405,71.14621622,51.45216216,59.58135135,63.74783784
Wicomico,61.12789474,52.40947368,55.59473684,62.26,61.70473684
Wilbarger,62.755,76.2725,62.49,63.965,71.5875
Wilcox,85.43125,65.37875,48.34125,57.6925,75.05625
Wilkes,70.61833333,73.38222222,36.61333333,54.32666667,64.47833333
Wilkin,22.15,63.7,5.69,74.855,38.795
Wilkinson,81.818,67.242,45.932,73.892,78.33
Will,37.77543046,35.56311258,52.02801325,23.45245033,31.01596026
Willacy,95.756,75.614,92.052,65.206,93.11
Williams,36.205,55.8675,15.59,56.271875,39.00625
Williamsburg,80.712,81.396,47.72545455,69.895,79.312
Williamsburg City,57.14,26.57333333,34.75333333,54.43333333,45.09333333
Williamson,28.84971631,37.52446809,46.94992908,29.42170213,29.17134752
Wilson,54.60854545,63.72509091,46.99836364,51.622,55.41145455
Winchester City,50.134,56.506,53.83,67.13,59.728
Windham,42.16767442,51.0244186,20.79651163,51.67790698,39.44325581
Windsor,32.345,59.82444444,12.10277778,54.86888889,36.37333333
Winkler,66.41666667,51.34666667,81.16,49.30666667,67.77333333
Winn,70.065,80.7675,31.645,71.5975,72.3375
Winnebago,52.96483333,57.1207438,41.77768595,40.87735537,47.77266667
Winneshiek,22.584,37.838,10.632,29.626,16.342
Winona,43.047,30.15,25.48,69.063,41.893
Winston,75.63583333,79.07583333,26.2625,57.88083333,66.60166667
Wirt,72.925,82.02,2.075,24.21,46.645
Wise,67.565,69.85772727,29.66363636,55.77454545,61.14681818
Wolfe,97.665,96.915,0.74,60.835,80.29
Wood,45.58037037,60.59135802,18.9891358,46.6637037,41.02012346
Woodbury,54.4964,69.8336,53.6752,54.5264,59.066
Woodford,34.94,48.57823529,16.48176471,33.16411765,28.09
Woodruff,81.825,92.065,24.17,73.205,79.93
Woods,50.65333333,61.92,24.83333333,51.07666667,48.79
Woodson,75.54,80.435,17.53,39.935,59.16
Woodward,53.468,68.338,46.134,69.248,62.926
Worcester,41.12913978,42.55449198,44.4555615,49.27430108,42.57698925
Worth,58.85333333,75.00888889,22.49,42.57888889,51.03888889
Wrangell City and Borough,45.69,78.68,49.02,90.3,71.18
Wright,34.47692308,54.39423077,22.51769231,56.15384615,39.68
Wyandot,42.1,70.74,22.70666667,52.53333333,45.20833333
Wyandotte,73.06730159,70.33253968,75.20190476,44.42111111,69.58380952
Wyoming,57.10958333,62.23333333,9.368333333,46.06625,44.43
Wythe,61.67333333,69.71833333,6.211666667,49.92,48.13666667
Yadkin,67.70714286,72.38,46.69571429,57.25428571,66.72428571
Yakima,70.76022222,73.26844444,76.53333333,68.24155556,76.94888889
Yakutat City and Borough,40.23,51.24,58.64,96.18,69.15
Yalobusha,67.41,84.35666667,29.22333333,68.07,69.95333333
Yamhill,52.32529412,59.26941176,48.03764706,73.36588235,62.81647059
Yancey,74.434,72.54,30.774,53.73,65.346
Yankton,39.27,64.286,19.984,66.932,47.482
Yates,50.89,53.222,21.308,72.088,53.444
Yavapai,51.58142857,60.00071429,36.49857143,56.11119048,52.77785714
Yazoo,86.00166667,84.24333333,50.68333333,59.22333333,79.955
Yell,70.54,85.72333333,57.52833333,65.31,75.97666667
Yellow Medicine,40.0275,71.8425,26.4825,65.995,51.2275
Yellowstone,31.6571875,52.405,19.7271875,55.618125,36.876875
Yoakum,63.99,45.735,86.61,48.555,66.565
Yolo,50.37146341,32.29926829,71.26682927,62.36585366,52.95682927
York,42.30690722,51.81613402,32.33376289,42.31611399,39.48927461
Young,53.1975,81.34,47.915,64.9575,65.2575
Yuba,73.03285714,72.47142857,64.81,74.82,77.12857143
Yukon-Koyukuk,84.4975,87.1375,51.0725,93.3325,91.42
Yuma,73.69481481,59.43203704,78.21036364,62.1887037,74.46037037
Zapata,87.8,88.67,97.58666667,73.63333333,95.21
Zavala,94.285,97.655,90.235,81.9175,98.6675
Ziebach,94.67,72.48,59.91,86.96,91.12
